0.856867367	0.038568674
1.380595149	0.056514129
1.084767252	0.035863068
0.970278845	0.033060611
1.231285493	0.035105834
0.881900769	0.030048917
1.188906498	0.037242472
1.129698747	0.034390829
1.090619469	0.03339233
0.869090122	0.031158715
1.2009212	0.037096975
1.076604126	0.031512387
0.886385519	0.031195841
1.000977623	0.034651314
1.107867607	0.034291915
1.156332648	0.031246939
0.826344769	0.030580263
0.702819067	0.03813429
1.315490082	0.054404901
1.191484644	0.04679011
0.884980458	0.045226131
1.0106204	0.05446898
1.123088128	0.062116325
1.257735779	0.059662776
0.902695934	0.050309369
1.147613219	0.056548348
1.172710466	0.050625711
1.014005942	0.047474686
1.263334131	0.049031332
1.146204089	0.038763726
1.020275013	0.037865962
1.124008418	0.041363121
1.272504681	0.042236785
0.934408602	0.034946237
1.263067046	0.039276846
1.044642643	0.03030521
1.070551514	0.029124877
0.984607139	0.028641869
1.341106539	0.030853311
1.202636663	0.024174825
1.31008181	0.020952021
1.266685902	0.016693631
1.195260448	0.013593876
0.898608133	0.011073677
0.869580695	0.011921714
0.76633365	0.014005871
1.263792594	0.019765407
1.08994433	0.017483429
1.030010232	0.018334544
1.136194314	0.019931266
1.035295777	0.019551576
0.615142063	0.019334496
1.234541932	0.024810407
1.127827101	0.020383822
0.999968194	0.021015553
1.134056934	0.024848919
1.296012453	0.025438406
1.113906382	0.021337835
0.992714556	0.02107436
1.095371594	0.022359215
1.194199649	0.021855165
0.937627403	0.020103904
1.288780741	0.023336059
1.16258922	0.017642798
1.268927363	0.016080637
